Entity,Code,Year,Wind Capacity
North America,,2016,97.31
North America,,2017,104.19897999999999
North America,,2018,112.108775
North America,,2019,123.574875
North America,,2020,139.449
Norway,NOR,1997,0.005
Norway,NOR,1998,0.008
Norway,NOR,1999,0.013000000000000001
Norway,NOR,2000,0.013000000000000001
Norway,NOR,2001,0.013000000000000001
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.28400000000000003
Norway,NOR,2007,0.34800000000000003
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.8180000000000001
Norway,NOR,2014,0.863
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.7103
Norway,NOR,2019,2.914
Norway,NOR,2020,3.977
Other Africa,,1997,0
Other Africa,,1998,0
Other Africa,,1999,0
Other Africa,,2000,0.0004000000000000057
Other Africa,,2001,0.0004000000000000057
Other Africa,,2002,0.003459999999999994
Other Africa,,2003,0.00504000000000002
Other Africa,,2004,0.004960000000000008
Other Africa,,2005,0.005180000000000007
Other Africa,,2006,0.004880000000000053
Other Africa,,2007,0.005720000000000027
Other Africa,,2008,0.005720000000000027
Other Africa,,2009,0.006650000000000091
Other Africa,,2010,0.012317000000000007
Other Africa,,2011,0.10852200000000004
Other Africa,,2012,0.12181400000000021
Other Africa,,2013,0.22220399999999996
Other Africa,,2014,0.23376800000000003
Other Africa,,2015,0.452
Other Africa,,2016,0.465
Other Africa,,2017,0.47000000000000003
Other Africa,,2018,0.781
Other Africa,,2019,0.8310000000000001
Other Africa,,2020,0.8310000000000001
Other Asia Pacific,,1997,0.004
Other Asia Pacific,,1998,0.004
Other Asia Pacific,,1999,0.006
Other Asia Pacific,,2000,0.007
Other Asia Pacific,,2001,0.007599999999999909
Other Asia Pacific,,2002,0.009800000000000182
Other Asia Pacific,,2003,0.014400000000000093
Other Asia Pacific,,2004,0.025800000000000187
Other Asia Pacific,,2005,0.025800000000000187
Other Asia Pacific,,2006,0.03220000000000073
Other Asia Pacific,,2007,0.04729999999999927
Other Asia Pacific,,2008,0.05412600000000748
Other Asia Pacific,,2009,0.06664600000000792
Other Asia Pacific,,2010,0.1171759999999922
Other Asia Pacific,,2011,0.12804099999999743
Other Asia Pacific,,2012,0.16127399999997583
Other Asia Pacific,,2013,0.2374140000000189
Other Asia Pacific,,2014,0.2790040000000008
Other Asia Pacific,,2015,0.3738159999999916
Other Asia Pacific,,2016,0.39829099999999745
Other Asia Pacific,,2017,0.4971879999999946
Other Asia Pacific,,2018,0.7239269999999961
Other Asia Pacific,,2019,0.9267239999999874
Other Asia Pacific,,2020,1.23
Other CIS,,2000,0
Other CIS,,2001,0
Other CIS,,2002,0
Other CIS,,2003,0
Other CIS,,2004,0
Other CIS,,2005,0.0026000000000000016
Other CIS,,2006,0.0025999999999999942
Other CIS,,2007,0.0025999999999999942
Other CIS,,2008,0.002600000000000023
Other CIS,,2009,0.0046000000000000225
Other CIS,,2010,0.004640000000000001
Other CIS,,2011,0.002640000000000001
Other CIS,,2012,0.0041400000000000005
Other CIS,,2013,0.00934
Other CIS,,2014,0.05815000000000001
Other CIS,,2015,0.083
Other CIS,,2016,0.138
Other CIS,,2017,0.153
Other CIS,,2018,0.212
Other CIS,,2019,0.375
Other CIS,,2020,0.577
Other Europe,,1997,0.02
Other Europe,,1998,0.022
Other Europe,,1999,0.025
Other Europe,,2000,0.02138500000000022
Other Europe,,2001,0.02260299999999916
Other Europe,,2002,0.05058100000000195
Other Europe,,2003,0.07233599999999933
Other Europe,,2004,0.10787199999999576
Other Europe,,2005,0.15639599999999337
Other Europe,,2006,0.23485599999999976
Other Europe,,2007,0.368997000000003
Other Europe,,2008,0.5243780000000042
Other Europe,,2009,0.7634100000000035
Other Europe,,2010,1.030161000000022
Other Europe,,2011,1.3232660000000034
Other Europe,,2012,1.6247119999999995
Other Europe,,2013,1.719337999999989
Other Europe,,2014,1.8923360000000105
Other Europe,,2015,2.237595000000001
Other Europe,,2016,2.4926900000000023
Other Europe,,2017,2.7645290000000093
Other Europe,,2018,3.1355260000000125
Other Europe,,2019,3.4476800000000223
Other Europe,,2020,3.6510000000000002
Other Middle East,,1997,0
Other Middle East,,1998,0
Other Middle East,,1999,0
Other Middle East,,2000,0
Other Middle East,,2001,0
Other Middle East,,2002,0.005999999999999998
Other Middle East,,2003,0.006
Other Middle East,,2004,0.006600000000000002
Other Middle East,,2005,0.006600000000000002
Other Middle East,,2006,0.006600000000000002
Other Middle East,,2007,0.006599999999999995
Other Middle East,,2008,0.0072999999999999975
Other Middle East,,2009,0.0072999999999999975
Other Middle East,,2010,0.0072999999999999975
Other Middle East,,2011,0.0072999999999999975
Other Middle East,,2012,0.007799999999999997
Other Middle East,,2013,0.010200000000000004
Other Middle East,,2014,0.011999999999999972
Other Middle East,,2015,0.01437999999999997
Other Middle East,,2016,0.03406
Other Middle East,,2017,0.04660000000000002
Other Middle East,,2018,0.047
Other Middle East,,2019,0.0968
Other Middle East,,2020,0.097
Other South & Central America,,1997,0.006
Other South & Central America,,1998,0.006
Other South & Central America,,1999,0.007
Other South & Central America,,2000,0.011800000000000012
Other South & Central America,,2001,0.02079999999999998
Other South & Central America,,2002,0.024099999999999996
Other South & Central America,,2003,0.032200000000000006
Other South & Central America,,2004,0.07399999999999998
Other South & Central America,,2005,0.06570000000000001
Other South & Central America,,2006,0.07560000000000003
Other South & Central America,,2007,0.08049999999999995
Other South & Central America,,2008,0.08289999999999997
Other South & Central America,,2009,0.1639000000000001
Other South & Central America,,2010,0.2109000000000003
Other South & Central America,,2011,0.35120000000000007
Other South & Central America,,2012,0.6376000000000004
Other South & Central America,,2013,0.7186000000000003
Other South & Central America,,2014,0.9643999999999997
Other South & Central America,,2015,1.380094000000001
Other South & Central America,,2016,1.6058600000000005
Other South & Central America,,2017,1.571798000000001
Other South & Central America,,2018,1.813137999999999
Other South & Central America,,2019,2.0535970000000017
Other South & Central America,,2020,2.545
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056155000000000004
Pakistan,PAK,2013,0.10605500000000001
Pakistan,PAK,2014,0.20555500000000002
Pakistan,PAK,2015,0.30835500000000005
Pakistan,PAK,2016,0.5906549999999999
Pakistan,PAK,2017,0.7891549999999999
Pakistan,PAK,2018,1.185855
Pakistan,PAK,2019,1.2358550000000001
Pakistan,PAK,2020,1.236
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,0
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3369
Philippines,PHL,2015,0.4269
Philippines,PHL,2016,0.4269
Philippines,PHL,2017,0.4269
Philippines,PHL,2018,0.4269
Philippines,PHL,2019,0.443
Philippines,PHL,2020,0.443
Poland,POL,1997,0.002
Poland,POL,1998,0.002
Poland,POL,1999,0.002
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.17200000000000001
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.4290000000000003
Poland,POL,2014,3.8360000000000003
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.7593570000000005
Poland,POL,2018,5.766078
Poland,POL,2019,5.837
Poland,POL,2020,6.267
Portugal,PRT,1997,0.039
Portugal,PRT,1998,0.051000000000000004
Portugal,PRT,1999,0.061
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.7960000000000003
Portugal,PRT,2011,4.256214999999999
Portugal,PRT,2012,4.4115519999999995
Portugal,PRT,2013,4.609948999999999
Portugal,PRT,2014,4.856555999999999
Portugal,PRT,2015,4.936838
Portugal,PRT,2016,5.124103
Portugal,PRT,2017,5.124104999999999
Portugal,PRT,2018,5.172359
Portugal,PRT,2019,5.223
Portugal,PRT,2020,5.239
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0.001
Romania,ROU,2006,0.001
Romania,ROU,2007,0.003
Romania,ROU,2008,0.005
Romania,ROU,2009,0.015
Romania,ROU,2010,0.389
Romania,ROU,2011,0.988
Romania,ROU,2012,1.822
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798
Romania,ROU,2018,3.0322579999999997
Romania,ROU,2019,3.0380000000000003
Romania,ROU,2020,3.023
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009000000000000001
Russia,RUS,2004,0.009000000000000001
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.0109
Russia,RUS,2016,0.0109
Russia,RUS,2017,0.0109
Russia,RUS,2018,0.0519
Russia,RUS,2019,0.1019
Russia,RUS,2020,0.9450000000000001
South & Central America,,1997,0.042
South & Central America,,1998,0.066
South & Central America,,1999,0.078
South & Central America,,2000,0.09040000000000001
South & Central America,,2001,0.1339
South & Central America,,2002,0.1362
South & Central America,,2003,0.1525
South & Central America,,2004,0.19640000000000002
South & Central America,,2005,0.1931
South & Central America,,2006,0.41100000000000003
South & Central America,,2007,0.4452
South & Central America,,2008,0.6132000000000001
South & Central America,,2009,1.1069000000000002
South & Central America,,2010,1.4889000000000001
South & Central America,,2011,2.1972
South & Central America,,2012,3.0713000000000004
South & Central America,,2013,3.6191
South & Central America,,2014,7.4814
South & Central America,,2015,11.245000000000001
South & Central America,,2016,14.491
South & Central America,,2017,17.327
South & Central America,,2018,20.849
South & Central America,,2019,22.646
South & Central America,,2020,26.424
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0.0032
South Africa,ZAF,2003,0.0032
South Africa,ZAF,2004,0.0032
South Africa,ZAF,2005,0.0032
South Africa,ZAF,2006,0.0032
South Africa,ZAF,2007,0.0032
South Africa,ZAF,2008,0.008400000000000001
South Africa,ZAF,2009,0.008400000000000001
South Africa,ZAF,2010,0.01016
South Africa,ZAF,2011,0.01016
South Africa,ZAF,2012,0.01016
South Africa,ZAF,2013,0.257
South Africa,ZAF,2014,0.5690000000000001
South Africa,ZAF,2015,1.079
South Africa,ZAF,2016,1.473
South Africa,ZAF,2017,2.094
South Africa,ZAF,2018,2.094
South Africa,ZAF,2019,2.094
South Africa,ZAF,2020,2.636
South Korea,KOR,1997,0.001
South Korea,KOR,1998,0.001
South Korea,KOR,1999,0.005
South Korea,KOR,2000,0.007
South Korea,KOR,2001,0.011
South Korea,KOR,2002,0.013000000000000001
South Korea,KOR,2003,0.019
South Korea,KOR,2004,0.029
South Korea,KOR,2005,0.099
South Korea,KOR,2006,0.178
South Korea,KOR,2007,0.196
South Korea,KOR,2008,0.304
South Korea,KOR,2009,0.35100000000000003
South Korea,KOR,2010,0.382
South Korea,KOR,2011,0.425
South Korea,KOR,2012,0.464
South Korea,KOR,2013,0.5760000000000001
South Korea,KOR,2014,0.612
South Korea,KOR,2015,0.847
South Korea,KOR,2016,1.067
South Korea,KOR,2017,1.215
South Korea,KOR,2018,1.4203299999999999
South Korea,KOR,2019,1.512221
South Korea,KOR,2020,1.6360000000000001
Spain,ESP,1997,0.512
Spain,ESP,1998,0.723
Spain,ESP,1999,1.408
Spain,ESP,2000,2.206
Spain,ESP,2001,3.3970000000000002
Spain,ESP,2002,4.891
Spain,ESP,2003,5.945
Spain,ESP,2004,8.317
Spain,ESP,2005,9.918000000000001
Spain,ESP,2006,11.722
Spain,ESP,2007,14.82
Spain,ESP,2008,16.555
Spain,ESP,2009,19.176000000000002
Spain,ESP,2010,20.693
Spain,ESP,2011,21.529
Spain,ESP,2012,22.789
Spain,ESP,2013,22.958000000000002
Spain,ESP,2014,22.925
Spain,ESP,2015,22.943
Spain,ESP,2016,22.990000000000002
Spain,ESP,2017,23.124479
Spain,ESP,2018,23.405055
Spain,ESP,2019,25.583000000000002
Spain,ESP,2020,27.089000000000002
Sweden,SWE,1997,0.122
Sweden,SWE,1998,0.176
Sweden,SWE,1999,0.22
Sweden,SWE,2000,0.209
Sweden,SWE,2001,0.295
Sweden,SWE,2002,0.357
Sweden,SWE,2003,0.417
Sweden,SWE,2004,0.47500000000000003
Sweden,SWE,2005,0.522
Sweden,SWE,2006,0.585
Sweden,SWE,2007,0.8230000000000001
Sweden,SWE,2008,1.089
Sweden,SWE,2009,1.475
Sweden,SWE,2010,2.017
Sweden,SWE,2011,2.7640000000000002
Sweden,SWE,2012,3.606
Sweden,SWE,2013,4.194
Sweden,SWE,2014,5.088
Sweden,SWE,2015,5.819
Sweden,SWE,2016,6.4350000000000005
Sweden,SWE,2017,6.611
Sweden,SWE,2018,7.3
Sweden,SWE,2019,8.681000000000001
Sweden,SWE,2020,9.688
Taiwan,TWN,1997,0.001
Taiwan,TWN,1998,0.001
Taiwan,TWN,1999,0.001
Taiwan,TWN,2000,0.0026000000000000003
Taiwan,TWN,2001,0.005
Taiwan,TWN,2002,0.0085
Taiwan,TWN,2003,0.0085
Taiwan,TWN,2004,0.0085
Taiwan,TWN,2005,0.023899999999999998
Taiwan,TWN,2006,0.10200000000000001
Taiwan,TWN,2007,0.186
Taiwan,TWN,2008,0.2504
Taiwan,TWN,2009,0.3743
Taiwan,TWN,2010,0.4759
Taiwan,TWN,2011,0.5227
Taiwan,TWN,2012,0.5710000000000001
Taiwan,TWN,2013,0.6142000000000001
Taiwan,TWN,2014,0.6372000000000001
Taiwan,TWN,2015,0.6467
Taiwan,TWN,2016,0.682
Taiwan,TWN,2017,0.6920000000000001
Taiwan,TWN,2018,0.713191
Taiwan,TWN,2019,0.8452000000000001
Taiwan,TWN,2020,0.845
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.0003
Thailand,THA,2007,0.0009000000000000001
Thailand,THA,2008,0.0011
Thailand,THA,2009,0.0050999999999999995
Thailand,THA,2010,0.0056
Thailand,THA,2011,0.0073
Thailand,THA,2012,0.11170000000000001
Thailand,THA,2013,0.22269999999999998
Thailand,THA,2014,0.2245
Thailand,THA,2015,0.2339
Thailand,THA,2016,0.50704
Thailand,THA,2017,0.62782
Thailand,THA,2018,1.10282
Thailand,THA,2019,1.50682
Thailand,THA,2020,1.5070000000000001
Tunisia,TUN,1997,0
Tunisia,TUN,1998,0.002
Tunisia,TUN,1999,0.008
Tunisia,TUN,2000,0.01
Tunisia,TUN,2001,0.01
Tunisia,TUN,2002,0.01
Tunisia,TUN,2003,0.019
Tunisia,TUN,2004,0.019
Tunisia,TUN,2005,0.019
Tunisia,TUN,2006,0.019
Tunisia,TUN,2007,0.019
Tunisia,TUN,2008,0.019
Tunisia,TUN,2009,0.053
Tunisia,TUN,2010,0.053
Tunisia,TUN,2011,0.053
Tunisia,TUN,2012,0.17300000000000001
Tunisia,TUN,2013,0.2
Tunisia,TUN,2014,0.233
Tunisia,TUN,2015,0.244
Tunisia,TUN,2016,0.244
Tunisia,TUN,2017,0.244
Tunisia,TUN,2018,0.244
Tunisia,TUN,2019,0.244
Tunisia,TUN,2020,0.244
Turkey,TUR,1997,0.009000000000000001
Turkey,TUR,1998,0.009000000000000001
Turkey,TUR,1999,0.009000000000000001
Turkey,TUR,2000,0.019
Turkey,TUR,2001,0.019
Turkey,TUR,2002,0.019
Turkey,TUR,2003,0.019
Turkey,TUR,2004,0.019
Turkey,TUR,2005,0.021
Turkey,TUR,2006,0.059000000000000004
Turkey,TUR,2007,0.146
Turkey,TUR,2008,0.364
Turkey,TUR,2009,0.792
Turkey,TUR,2010,1.32
Turkey,TUR,2011,1.729
Turkey,TUR,2012,2.261
Turkey,TUR,2013,2.7600000000000002
Turkey,TUR,2014,3.63
Turkey,TUR,2015,4.503
Turkey,TUR,2016,5.751
Turkey,TUR,2017,6.51615
Turkey,TUR,2018,7.005350000000001
Turkey,TUR,2019,7.59115
Turkey,TUR,2020,8.832
Ukraine,UKR,2000,0.005
Ukraine,UKR,2001,0.0362
Ukraine,UKR,2002,0.046200000000000005
Ukraine,UKR,2003,0.0544
Ukraine,UKR,2004,0.0714
Ukraine,UKR,2005,0.0766
Ukraine,UKR,2006,0.0766
Ukraine,UKR,2007,0.082
Ukraine,UKR,2008,0.083
Ukraine,UKR,2009,0.08600000000000001
Ukraine,UKR,2010,0.088
Ukraine,UKR,2011,0.146
Ukraine,UKR,2012,0.248
Ukraine,UKR,2013,0.362
Ukraine,UKR,2014,0.5139
Ukraine,UKR,2015,0.5139
Ukraine,UKR,2016,0.526
Ukraine,UKR,2017,0.553
Ukraine,UKR,2018,0.62077
Ukraine,UKR,2019,1.25777
Ukraine,UKR,2020,1.4020000000000001
United Kingdom,GBR,1997,0.328
United Kingdom,GBR,1998,0.338
United Kingdom,GBR,1999,0.362
United Kingdom,GBR,2000,0.41200000000000003
United Kingdom,GBR,2001,0.493
United Kingdom,GBR,2002,0.534
United Kingdom,GBR,2003,0.742
United Kingdom,GBR,2004,0.933
United Kingdom,GBR,2005,1.565
United Kingdom,GBR,2006,1.955
United Kingdom,GBR,2007,2.477
United Kingdom,GBR,2008,3.446
United Kingdom,GBR,2009,4.422
United Kingdom,GBR,2010,5.4212
United Kingdom,GBR,2011,6.5963
United Kingdom,GBR,2012,9.0304
United Kingdom,GBR,2013,11.2823
United Kingdom,GBR,2014,13.074
United Kingdom,GBR,2015,14.305634
United Kingdom,GBR,2016,16.125696
United Kingdom,GBR,2017,19.584758
United Kingdom,GBR,2018,21.767
United Kingdom,GBR,2019,24.095
United Kingdom,GBR,2020,24.665
United States,USA,1997,1.611
United States,USA,1998,2.141
United States,USA,1999,2.445
United States,USA,2000,2.3770000000000002
United States,USA,2001,3.864
United States,USA,2002,4.417
United States,USA,2003,5.995
United States,USA,2004,6.456
United States,USA,2005,8.706
United States,USA,2006,11.329
United States,USA,2007,16.515
United States,USA,2008,24.651
United States,USA,2009,34.296
United States,USA,2010,39.135
United States,USA,2011,45.676
United States,USA,2012,59.075
United States,USA,2013,59.973
United States,USA,2014,64.232
United States,USA,2015,72.57302
United States,USA,2016,81.286
United States,USA,2017,87.59700000000001
United States,USA,2018,94.4174
United States,USA,2019,103.571
United States,USA,2020,117.744
Uruguay,URY,1997,0
Uruguay,URY,1998,0
Uruguay,URY,1999,0
Uruguay,URY,2000,0
Uruguay,URY,2001,0
Uruguay,URY,2002,0
Uruguay,URY,2003,0
Uruguay,URY,2004,0
Uruguay,URY,2005,0
Uruguay,URY,2006,0
Uruguay,URY,2007,0
Uruguay,URY,2008,0.0146
Uruguay,URY,2009,0.030600000000000002
Uruguay,URY,2010,0.040600000000000004
Uruguay,URY,2011,0.0436
Uruguay,URY,2012,0.0526
Uruguay,URY,2013,0.0594
Uruguay,URY,2014,0.4813
Uruguay,URY,2015,0.856766
Uruguay,URY,2016,1.211
Uruguay,URY,2017,1.5110000000000001
Uruguay,URY,2018,1.5110000000000001
Uruguay,URY,2019,1.514
Uruguay,URY,2020,1.514
World,OWID_WRL,1995,4.7780000000000005
World,OWID_WRL,1996,6.07
World,OWID_WRL,1997,7.623075
World,OWID_WRL,1998,9.936174999999999
World,OWID_WRL,1999,13.426555
World,OWID_WRL,2000,17.3037
World,OWID_WRL,2001,23.976400000000005
World,OWID_WRL,2002,30.979460000000003
World,OWID_WRL,2003,38.391740000000006
World,OWID_WRL,2004,46.91076
World,OWID_WRL,2005,58.441379999999995
World,OWID_WRL,2006,73.15198
World,OWID_WRL,2007,91.49622000000001
World,OWID_WRL,2008,115.347574
World,OWID_WRL,2009,150.165004
World,OWID_WRL,2010,180.92387100000002
World,OWID_WRL,2011,220.12026300000002
World,OWID_WRL,2012,267.096716
World,OWID_WRL,2013,300.286743
World,OWID_WRL,2014,349.671007
World,OWID_WRL,2015,416.24473100000006
World,OWID_WRL,2016,466.861116
World,OWID_WRL,2017,514.3740300000001
World,OWID_WRL,2018,563.829025
World,OWID_WRL,2019,622.2489250000001
World,OWID_WRL,2020,733.2760000000001